"Text";"Type";"AttPhoto";"AttLink";"AttAudio";"AttVideo";"IsAdd";"Len";"Date";"LikesNormAvg";"LikesNormFlw";"Likes";"AvgLikes";"Followers";"GroupId"
"- Как называется вид спорта ..ну когда с крыш прыгают? - Суицид.";"post";0;0;0;0;0;12;1489173918;111.8644;0.101;132;118;130730;46075038
"Я и моя самооценка 5 лет: я самая красивая 8 лет: я симпатичная 10 лет: ну я норм 13 лет: ну я не оч 15 и больше: пиздец страхоебище блять";"post";0;0;0;0;0;30;1487174120;111.8644;0.101;132;118;130730;46075038
"Он игнорит меня, я игнорю его. Искра, буря, истерики.";"post";0;0;0;0;0;9;1487100319;111.8644;0.101;132;118;130730;46075038
"Краткое резюме успешного повторного запуска и посадки первой ступени Falcon 9 здесь: https://nplus1.ru/news/2017/03/31/first-second  Самые любопытные могут дождаться новостей о выводе спутника — где-то через 20 минут https://nplus1.ru/blog/2017/03/31/falcon-9  UPD: Вторая ступень отделилась от спутника. Все прошло по плану, спутник SES-10 цел и невредим.";"post";0;0;0;0;0;42;1490914229;111.8343;0.1796;189;169;105223;91933860
"– Тебе правда нравится этот мир?  – А что тебя здесь не устраивает?  – Да все! Это ведь мир людей! Они все озабоченные. Дом, работа, семья, кредиты, трата денег, снова работа. И что самое отвратительное – это равнодушие друг к другу. Они бездушны... Долго мы еще тут пробудем?  – Именно поэтому мы и здесь. Здесь никто и ни на кого не обращает внимания, можно жить незаметно. Для таких, как мы, это идеальное место. Знаешь, я наслаждаюсь этой тишиной и тем, что могу свободно гулять по улицам и смотреть прохожим в лица.  – Девочка моя, ты бредишь! – Кот недовольно фыркнул. – Посмотри, в кого ты превратилась! Ты работаешь с утра до вечера пять дней в неделю! Ты выплачиваешь ипотеку! Это вообще уму непостижимо! Ты – ведьма! – платишь налоги! Да нас бы засмеяли в определенных кругах. Ты можешь поставить этот мир на колени, ты...  – Не могу и не буду, Лапа. Пойми, здесь мы не добрые и не злые, мы существующие. Нам нужно приспосабливаться к этому миру.  – На свете столько миров, а ты выбрала этот, где я, кстати, в обличье кота. Что будешь делать со мной в марте?  – Приму необходимые меры.  – Шельма!  – Просто веди себя тихо. И перестань ходить сквозь стены, соседи уже во все углы поставили иконки.  – Глупые, глупые люди, – сказал кот, допивая чай.    Автор:  Звонкие Колокольчики  Сборник:  Городские сказки  #немного_буковок@public_42diary";"post";1;0;0;0;0;228;1485288904;111.7949;0.3079;218;195;70801;55427242
"Вот так сегодня минский ОМОН задерживал участников мирного протеста – в том числе, стариков и женщин. Адок";"post";0;0;0;1;0;17;1490467114;111.7918;0.4645;6807;6089;1465456;29534144
"Так прекрасно спустя 3 года встретить бывшего молодого человека в футболке, которую ты ему дарила. И не потому, что он о тебе думает, а потому, что он неработающее чмо, которое даже футболку себе купить не может.     #Подслушано_успех@overhear";"post";1;1;0;0;0;37;1490540401;111.7863;0.7064;25608;22908;3625269;34215577
"Боготвори своего мужчину при других. Ему об этом говорить необязательно.  с Эмили Блант";"post";0;0;0;0;0;13;1491416580;111.784;0.3319;9192;8223;2769877;49439086
"Неважно кто выиграет ,кто проиграет.Главное улыбаться сАнгелина.Голос Дети Казахстан";"post";0;0;0;0;0;9;1490490016;111.7418;1.0898;10059;9002;923004;48760195
"Было бы круто уметь говорит на 20 разных языках и хранить это втайне ото всех, а потом в какие-нибудь тяжелые времена, когда какой-нибудь русский чел приставил пистолет к твоей голове, ты заговорил_а бы с ним на беглом русском, и все твои друзья такие чееееерт";"post";1;0;0;0;0;44;1491060978;111.7216;0.2953;305;273;103285;84802675
"ВНИМАНИЕ всем, кто планирует ПОКИДАТЬ СВОЙ ДОМ снаружи есть недружелюбные люди, а также огромный шар огня в небе. также, иногда вы можете встретить птицу с неприятным запахом. говорю это, ПОТОМУ ЧТО НА УЛИЦЕ НЕ РАЗВЕШАНЫ ПРЕДУПРЕЖДЕНИЯ РЕПОСТИТЕ ЭТО КАК БЕШЕНЫЕ";"post";1;0;0;0;0;40;1490897166;111.7216;0.2953;305;273;103285;84802675
"Вы когда-нибудь включали громко грустную музыку, ложились на свою кровать и пялились в потолок, потому что жизнь чертовски сложная штука, вот что не так с этим?";"post";1;0;0;0;0;26;1490693772;111.7216;0.2953;305;273;103285;84802675
"Последние новости такие:  — Генпрокуратура: это точно теракт — погибших все-таки 12. Восемь тел найдены в вагоне, два — на станции, два в тоннеле. К сожалению, эта цифра скорее всего не итоговая — пострадавших как минимум 25. Все в больницах, среди них — один ребенок — «Пулково» на режиме ЧС. Самолёты из Москвы разворачивают обратно — в Москве на транспорте тоже усилили безопасность: в метро — тщательный досмотр  — взрывное устройство на «Площади восстания» обезвредили. Самодельная бомба, начинённая болтами — в городе пустили дополнительные автобусы, дублирующие ветки метрополитена. Маршруты 1М и 2М — проезд в них бесплатный. — некоторые такси работают бесплатно. Это как минимум Uber и «Таксовичкофф» — есть свидетельство очевидца о возможном террористе";"post";1;0;0;0;0;115;1491226119;111.6932;0.4641;6801;6089;1465456;29534144
"Я хозяйка гостиницы на берегу моря. Клиентам, которые ведут себя прилично, здороваются, общаются с персоналом, не буянят и не скандалят, я позволяю не выселяться в день выезда в 12 часов, если поезд или самолёт у них вечером, и не беру за это оплату. А вот если клиенты ругались, срали, буянили, мешали отдыхать другим людям, то выселяю в день выезда ровно в 12 и не позволяю остаться дольше даже за оплату. Ибо нехер.     #Подслушано_работа@overhear";"post";1;1;0;0;0;73;1490536201;111.616;0.7053;25569;22908;3625269;34215577
"Как полететь бизнес-классом и при этом разориться не на две зарплаты, а лишь на одну, существует ли аэро-версия «Блаблакара», и как выглядит лаунж-зона в лучшем аэропорту мира — материал специально для тех, кто уже вышел из ОВД и теперь думает, как бы с шиком и блеском потратить те самые обещанные €10 000.  А если серьёзно, то там есть действительно крутые лайфхаки, которые позволят летать с комфортом намного дешевле, чем вы думали  http://news.lenta.ch/YWQC";"post";1;0;0;0;0;72;1490682726;111.5783;0.4636;6794;6089;1465456;29534144
"Совет четыреста шестьдесят девятый.   Если Вы не делаете ошибок, значит, Вы решаете слишком простые задачи. И это большая ошибка.";"post";0;0;0;0;0;19;1481745995;111.5748;1.5925;1417;1270;88977;125681236
"Продолжаем крутить нашу шарманку про Архангельский ликеро-водочный завод. Вашему вниманию представляется тяжелая артиллерия бутылочных войск, саперы сорокоградусного легиона и ВДВ российского алкоголического воинского контингента. Нанимаются в корпус экспедиционных отрядов за 250 рупий. Крайне рекомендуется принимать разбавленными байкальчиком или басурман-колой. Если распитие бодяженного вами страшно не аппрешиэйтится - пить строго мобом. Вытачивание бутылки в один клюв может привести к появлению воображаемых друзей Атоса и Портоса, а потом реального, но совсем невеселого Блевантоса. Добавление в кофеек - страшный, невыносимый отход от традиций; вы же надираться собираетесь, а не нервишки успокаивать. Поморье придется по вкусам любителям Ягермайстера на мели, а Ломоносовский - ценителям легендарной Бугульмы. Ахтунг - у последнего упомянутого эффект схожий. При правильном употреблении Гамаюн с бутылочки первого споет вам пару замечательных песен, а со второго вы будете сочинять оды аки Михайло наш Ломоносов. При неправильном - молитесь всем известным богам, чтобы вас не крючило хотя бы день.";"post";2;0;0;0;0;146;1400184376;111.5741;0.5506;241;216;43773;57640721
"Хотела красиво войти в его грешную жизнь, а вошла как ой чита-дрита танец заводной.";"post";0;0;0;0;0;14;1490720220;111.5651;0.3312;9174;8223;2769877;49439086
"Ща конфетно-букетный период - это когда ни конфет, ни букетов, только ночные мегабайты переписки о том, что ""вот бы я бы если бы..."" да ""однажды мы с тобой...""";"post";0;0;0;0;0;28;1491403080;111.4922;0.331;9168;8223;2769877;49439086
"#оффтоп_RPCOC_Confessions Простите за оффтоп, но я сейчас в таком напряженном состоянии, что вот вот умру. Сегодня решила заглянуть в паблос одного художника...И НЕ НАШЛА ЕГО. Боже, помогите. Пожалуйста. ПОЖАЛУЙСТА. Боже, мне плохо.";"post";2;0;0;0;0;32;1471361238;111.4286;0.328;39;35;11891;55435278
"Прослышал, у вас мнений нема, решил написать о своём дорогом любимом авторе. Когда мне грустно, я завариваю чаёк, заворачиваюсь в плед и иду впитывать в себя его рисунки. Это такая атмосфера, такие тяжёлые краски, укрывающие моё ноющее сердечко и заглушающие его боль. Помимо рисунков, он мой неизменный поставщик годной музыки. Спасибо тебе за твоё творчество,  Дьяболли.";"post";4;0;0;0;0;56;1466273859;111.4286;0.328;39;35;11891;55435278
"Была у меня хорошая работа: возле дома, платят много и вовремя, процент за продажи а продавать я умею и люблю. Но однажды пришла к нам клиентка... Ее просьбу я не могла удовлетворить она требовала скидку на весьма дорогостоящий товар, и наступил ад. Оставляя меня спустя час с синими губами и дрожащими пальцами, она сладко улыбнулась и пообещала устроить веселую жизнь. Был выходной, в офисе я одна. На следующий день первое, что я сделала - попросила у начальницы поднять записи камер. Она отмахнулась, мол, ты чего переживаешь, а то я тебя не знаю и как ты работаешь, а тут заявление, объяснительную пиши... Через месяц, когда жуткая жалоба, обросшая немыслимыми подробностями, дошла до генерального, она, пряча глаза, сообщила мне о моем увольнении.  Работу-то я нашла, но обида жгла долго. Спустя полгода я совершенно случайно наткнулась на свою бывшую клиентку в одном магазине, где она работала администратором. Она меня узнала, аж затряслась вся. Я ходила к ним чуть ли не через день, подолгу консультировалась, покупала себе приятную мелочь, была безупречно мила со всеми ее сменщицами и подмечала каждый ее косяк, пока у нее не начинали дрожать руки. Сорвалась она через шесть недель, попыталась меня ударить, но я примерно этого от нее и ждала. Больше я ее там не видела. А меня наконец отпустил тот жгучий ком в груди.     #Подслушано_работа@overhear";"post";1;1;0;0;0;216;1491062700;111.4109;0.704;25522;22908;3625269;34215577
"Если вы еще не устали от Вышкинских онлайн-курсов, и желание научиться чему-то новому все еще живет внутри, то это подборка для вас.Собрали для вас онлайн курсы, посвященные изучению разных областей искусства  Театр и глобализация  Курс о том, как театр и глобализация повлияли друг на друга в течение прошлого века и о том, как провести собственное исследование по этой теме ru.coursera.org/learn/global-theatre 6 недель, Мюнхенский университет Людвига-Максимилиана.  Современная американская поэзия Этот курс подойдет и для новичков в поэзии, и для тех, кто всегда ей увлекался, но пока не изучал современную или экспериментальную поэзию  ru.coursera.org/learn/modpo 10 недель, Пенсильванский университет.  Введение в ораторское искусство  Прохождение курса поможет вам всегда быть на высоте, понять как готовиться к публичным выступлениям и всегда быть услышанным ru.coursera.org/learn/public-speaking  Вашингтонский университет.  Введение в производство музыкальных произведений  Прохождение этого курса обеспечит вас обширными знаниями о теории музыки и даже научит основам производства музыки ru.coursera.org/learn/edinburgh-music-theory 6 недель, Музыкальный колледж Беркли   Искусство и деятельность: интерактивные стратегии для занятий искусством Курс расскажет о том, как превратить изучение искусства в увлекательный процесс и понять, с чего вам лучше начать ru.coursera.org/learn/art-activity  Музей современного искусства.   Рисуем театрального героя Пройдя курс, вы получите знания об особенностях работы театральных художников, обретете базовые навыки рисования портрета и фигуры человека с помощью разных материалах. universarium.org/course/349  Узнаем новое, Ваша The Вышка!";"post";1;0;0;0;0;209;1485609808;111.3821;0.544;137;123;25182;66036248
"День студента is coming";"post";1;0;0;0;0;4;1485273984;111.3821;0.544;137;123;25182;66036248
"я в книжном магазине: Я ХОЧУ ЭТО ВСЕ. мой банковский счет: если купишь больше книг, то не сможешь заплатить за еду.  я: ну доширак вроде ничего такой";"post";1;0;0;0;0;27;1489265583;111.3553;0.2943;304;273;103285;84802675
"Я жена и мама двух маленьких детей. Очень люблю семью, с мужем букетно-конфетный уже больше пяти лет. Разное, конечно бывает, но любовь безмерная и верны друг другу на все сто. Но от того, что я уже 4 года в декрете, нервы сдают конкретно. Не потому что дети надоели или дома сидеть устала. Просто я настолько отдаю себя воспитанию, в моральном и физическом плане. Вся моя любовь направлена детям, а энергия рано или поздно дает сбой.  И вот я, примерная мама и жена когда муж уходит в ночную смену укладываю детей, ухожу в дальнюю комнату... Включаю клубную музыку, цветомузыку, надеваю красивое белье, обуваю каблуки, бухаю коньяк, парю вейп, закрываю глаза и танцую, как только можно себе позволить. После всей этой тусы, пишу смс мужу, что люблю его, убираю улики и снова как примерная жена ложусь спать.     #Подслушано_хобби@overhear";"post";1;1;0;0;0;136;1490637300;111.3497;0.7036;25508;22908;3625269;34215577
"я: неа я не начну ревновать  я: я: я: я: бля";"post";1;0;0;0;0;11;1490302906;111.3433;0.0813;373;335;458669;51425413
"А вы тоже не можете привыкнуть говорить свой возраст?.. Вот спрашивает у тебя кто-нибудь ""Сколько тебе лет?""..Ты думаешь такой, 18....и только открываешь рот...и офигиваешь от мысли,что тебе уже 24..";"post";0;0;0;0;0;29;1490541360;111.3086;1.0856;10020;9002;923004;48760195
"#цитаты@motivationtolearn";"post";1;0;0;0;0;1;1488474373;111.2957;0.4129;335;301;81140;97015440
"#омномном_глазами@public_42diary";"post";2;0;0;0;0;1;1485843322;111.2821;0.3065;217;195;70801;55427242
"10 книг для развития памяти и интеллекта.  #библиотека_42@public_42diary   1. «Развитие мозга. Как читать быстрее, запоминать лучше и добиваться больших целей», Р. Сайп  2. «Супертренажер для мозга», Ч. Филлипс  3. «Научи свой мозг работать», М. Макдональд  4. «Японская система развития интеллекта и памяти», Р. Кавашима  5. «Мозг на 100%. Интеллект. Память. Креатив. Интуиция. Интенсив-тренинг», О. Кинякина  6. «Эйнштейн гуляет по Луне. Наука и искусство запоминания», Дж. Фоер  7. «Супертренинг для мозга», Т. Хорн, С. Вуттон  8. «Мозг. Инструкция по применению», Д. Рок  9. «Суперпамять. Уникальная программа абсолютного улучшения памяти и работы мозга» М. Хеннер, Л. Хеннер  10. «Как развить феноменальную память и скорость чтения, или Фактор Эйнштейна», В. Венгер, Р. По";"post";1;0;0;0;0;110;1484907353;111.2821;0.3065;217;195;70801;55427242
"Нереально красивая рекламная кампания Valentino";"copy";8;0;0;0;0;5;1484856226;111.2821;0.3065;217;195;70801;55427242
"Койсаны разработали первый в Африке этический кодекс для полевых этнографов и антропологов https://nplus1.ru/news/2017/03/22/SouthAfricanSanissueethicscode  Койсаны — носители щелкающих языков Южной Африки, разговаривающие примерно вот так";"post";0;0;0;1;0;24;1490211365;111.2426;0.1787;188;169;105223;91933860
"Многие думают, что в добыче золота главное — найти богатую россыпь или жилу, из которых его можно добывать лотком или лопатой. На самом деле это высокотехнологичный процесс, который люди совершенствовали много веков. Читайте о том, как добывать золото из пород, в которых оно рассеяно на атомарном уровне, в нашем материале  https://nplus1.ru/material/2017/03/10/gold-mining";"post";1;0;0;0;0;51;1489224432;111.2426;0.1787;188;169;105223;91933860
"Концерн Airbus занялся разработкой капсульной пассажирской транспортной системы Pop.Up. Для поездки пассажирам надо будет сесть в капсулу, а система уже сама поместит эту капсулу на колесную или летающую платформу. А если нужно, то и в систему вакуумного транспорта Hyperloop опустит.  https://nplus1.ru/news/2017/03/08/capsule";"post";1;0;0;0;0;41;1488973088;111.2426;0.1787;188;169;105223;91933860
"Завидую людям которые впервые читают 'Унесенные ветром'.  Это лучшее,что когда либо я читала.";"post";0;0;0;0;0;13;1491085380;111.2368;0.3302;9147;8223;2769877;49439086
"Друг обиделся на то, что я с его аккаунта прочитал все не прочитанные сообщения.  Оказывается он их копил";"post";0;0;0;0;0;18;1490872221;111.1975;1.0845;10010;9002;923004;48760195
"Меньше половины россиян считают свои права важнее интересов государства.   Еще четверть считают, что иногда ради государства можно согласиться с ущемлением прав  http://news.lenta.ch/YbMH";"post";1;0;0;0;0;22;1491207245;111.1677;0.4619;6769;6089;1465456;29534144
"я просто грустный ребенок с хорошим музыкальным вкусом.";"post";0;0;0;0;0;8;1488202845;111.0169;0.1002;131;118;130730;46075038
"Не взрослей. Это ловушка.";"post";1;0;0;0;0;4;1488017440;111.0169;0.1002;131;118;130730;46075038
"Я хочу написать «Я скучаю» на камне и бросить тебе в ебало, чтобы показать, как больно скучать по тебе.";"post";0;0;0;0;0;19;1486807801;111.0169;0.1002;131;118;130730;46075038
"Бесит, когда отвечают ""ясно"".  Облачно, блять.";"post";0;0;0;0;0;6;1486556409;111.0169;0.1002;131;118;130730;46075038
"кто-то: *проявляет ко мне малейший знак внимания* я: я умру за тебя";"post";1;0;0;0;0;12;1490976370;110.989;0.2934;303;273;103285;84802675
"у меня есть очень плохая привычка фантазировать. я начинаю фантазировать посреди разговора, или когда читаю книгу, смотрю фильм. я просто полностью закрываюсь и выдумываю всё так долго, пока мне это нравится.";"post";1;0;0;0;0;31;1490790971;110.989;0.2934;303;273;103285;84802675
"хокку о школе:  нахер это, надоело сука, как же заебало нахер, задолбало";"post";1;0;0;0;0;12;1489577769;110.989;0.2934;303;273;103285;84802675
"Передаю привет экрану своего телефона, спасибо тебе от чистого сердца, что наблюдаешь мое лицо весь день и не идешь трещинами от ужаса";"post";1;0;0;0;0;22;1489403177;110.989;0.2934;303;273;103285;84802675
"Благодаря последнему интерактиву у меня теперь 15 парней";"post";0;0;0;0;0;8;1491008401;110.9864;1.0824;9991;9002;923004;48760195
"ЗАДАЛИ СОЧИНЕНИЕ НА ТЕМУ ""ЛУЧШИЙ ДРУГ"" НАПИСАЛ ПРО СВОЮ МАМУ";"post";1;0;0;0;0;10;1491343509;110.9538;0.7892;2978;2684;377346;57536014
"Барнаул, Иркутcк, Новосибирск, Томск";"post";10;0;0;0;0;4;1490514133;110.8885;0.4607;6752;6089;1465456;29534144
"Интерактив “музыка“ Это когда все кидают тебе Грибы-Тает лед";"post";0;0;0;0;0;9;1490824807;110.8865;1.0815;9982;9002;923004;48760195
"#крохи_искусства@public_42diary";"post";6;0;0;0;0;1;1489475746;110.7692;0.3051;216;195;70801;55427242
"#доброе_утро_42@public_42diary";"post";2;0;0;0;0;1;1486610107;110.7692;0.3051;216;195;70801;55427242
"Если вы щекочите меня, это приведет или к поцелую, или к акту насилия.";"post";1;0;0;0;0;13;1491192099;110.7463;0.0809;371;335;458669;51425413
"люди зырят на меня потому что я стремная или милая, где правда";"post";1;0;0;0;0;12;1490700620;110.7463;0.0809;371;335;458669;51425413
"интересно, сколько раз в своей жизни я подумала ""я запомню это навсегда"" а потом полностью это забыла";"post";1;0;0;0;0;17;1490320868;110.7463;0.0809;371;335;458669;51425413
"Бесит, когда набираешь 8 килограммов для роли, а потом вспоминаешь, что ты никакой не актёр.";"post";0;0;0;0;0;15;1479064725;110.7087;1.5802;1406;1270;88977;125681236
"Несколько лет назад огромный добрейший сенбернар, любимец детей всего двора, спас от изнасилования свою двенадцатилетнюю хозяйку. Мужчина, угрожая ножом, затащил девочку в кусты под окнами первого этажа дома, успел порвать на ней одежду, по счастливой случайности он не знал, что это были окна ее квартиры. Пес разбил окно, выпрыгнул и хорошенько потрепал мужика.  Девочка долго боялась выйти из дома без собаки, он провожал ее в школу и ждал конца уроков на посту охраны. Она впадала в панику, если оказывалась на улице без собаки. Потом родственники того мужика, который к тому времени сидел, подали на семью девочки в суд, потому что пес повредил ему ногу и насильник стал инвалидом. Суд постановил собаку усыпить, на дорогих адвокатов у семьи девочки не было денег.  Прятали собаку как могли, но в конце-концов приставы перехватили девочку с псом на прогулке, утащили собаку, проигнорировав заливающегося слезами ребенка. Я из окна видела, как её, заплаканную, вела домой соседка, говорила потом, что шла домой и увидела сидящую на земле уже уставшую плакать девочку, которая начинала кричать, если к ней подходил незнакомый человек.  С девочкой теперь всё хорошо, но она до шестнадцати лет каждую неделю ходила к психологу.     #Подслушано_пиздец@overhear";"post";1;1;0;0;0;190;1490645701;110.695;0.6995;25358;22908;3625269;34215577
"Разработчики проекта Magenta создали нейросеть, с которой можно сыграть дуэтом на пианино. Пусть программа еще и не совершенна, зато она находится в открытом доступе и протестировать ее могут все желающие  https://nplus1.ru/news/2017/02/21/ai-duet";"post";0;0;0;0;0;31;1487669650;110.6509;0.1777;187;169;105223;91933860
"Он любил просто смотреть на неё, когда она, как ненормальная, бегала вокруг него и рассказывала всякие странности, в которых он ничего не понимал.  -1988";"post";0;0;0;0;0;24;1490697120;110.6409;0.3285;9098;8223;2769877;49439086
"#стихи@motivationtolearn";"post";1;0;0;0;0;1;1488090643;110.6312;0.4104;333;301;81140;97015440
"#цитаты@motivationtolearn  ""Твои"" люди останутся с тобой, как бы ты ни ныл, каким бы ором не орал, как бы ни пропадал. Они просто есть, они рады тебе открыть дверь, протянуть руки, разделить бутерброд.  - Эльчин Сафарли";"post";1;0;0;0;0;35;1486926241;110.6312;0.4104;333;301;81140;97015440
"дни рождения смешны в плане того что мы получаем подарки за то что не умерли в течение года";"post";1;0;0;0;0;18;1491138370;110.6227;0.2924;302;273;103285;84802675
"Я аплодирую людям, которые встают и одеваются, потому что я хожу в пижаме весь день, если только мне не нужно выйти из дома.";"post";1;0;0;0;0;23;1490807165;110.6227;0.2924;302;273;103285;84802675
"Образованный человек: ""есть после 9 вечера вредно.""  Я, поедающий хлопья в 3 часа утра: ""Ох, как же хорошо, что время - всего лишь иллюзия""";"post";1;0;0;0;0;24;1489599367;110.6227;0.2924;302;273;103285;84802675
"Дедушке было 16 лет, когда началась Великая Отечественная война, он пошёл на фронт. На днях бабушка показывала его фотографии, где он ещё молодой, фотографии его друзей-солдат, родственников. Эти лица молодых солдат... Глаза, которые видели всё: войну, голод, холод! И все они сражались, сражались за Родину. Видела фотографию их самолёта, который сбили. Видела его награды, ордена, медали, поздравления Ельцина и Путина. Бабушка рассказывала, каким он был: весёлым, добрым, отзывчивым.  Горжусь.     #Подслушано_Великая_Победа@overhear";"post";1;1;0;0;0;70;1490355900;110.5727;0.6987;25330;22908;3625269;34215577
"Давно ли вы заглядывали на Coursera? Сегодня мы собрали предстоящие онлайн-курсы от преподавателей Высшей школы экономики:  www.coursera.org/learn/business-strategies На этом курсе вы научитесь создавать и оценивать бизнес-стратегии, повысите свои предпринимательские и аналитические навыки. Программа курса доступна и понятна многим, так как основывается на стандартных экономических моделях.  www.coursera.org/learn/game-theory  Вы узнаете, что лежит в основе поведения людей в разных жизненных ситуациях, как определять стратегию в различных вариациях игр и какие из них являются наилучшими в той или иной модели.   www.coursera.org/learn/upravlenie-lichnymi-finansami  Курс дает понимание того, на какие группы стоит разделять свой капитал; как грамотно оценивать риски, связанные с инвестиционными вложениями; в чем заключается суть и важность инвестиционного портфеля и как им правильно управлять.  www.coursera.org/learn/ekonomika-dlya-neekonomistov  За этот довольно короткий курс вам будут изложены начала экономической теории и применение экономических понятий и моделей в повседневной жизни.   www.coursera.org/learn/latex  В рамках этой программы вы сможете подробно узнать о системе LaTex, на которой делается множество презентаций, научных и исследовательских работ, а также самостоятельно научиться использовать этот механизм в качестве помощника для создания и написания нужных материалов.  www.coursera.org/learn/teoriya-smi Этот курс позволит вам подробно разобраться в истории индустрии медиа, понять, как развивались медиа в качестве социального института и какими подходами пользуются при их изучении.  www.coursera.org/learn/algorithmic-toolbox  По ходу этого курса вы узнаете об основных принципах и идеях, на которых базируются различные алгоритмы, тонкостях при выборе и создании алгоритма и собственноручно сможете создать свою программу.  Регистрируйтесь и саморазвивайтесь, Ваша The Вышка";"post";1;0;0;0;0;228;1484409885;110.5691;0.5401;136;123;25182;66036248
"Несмотря на все твои пострадывания, ты живёшь ровно той жизнью, которой хотела, и имеешь именно те проблемы, которые намерена была в ней иметь.";"post";0;0;0;0;0;23;1480346261;110.5512;1.5779;1404;1270;88977;125681236
"Однажды ночью я услышала, как что-то упало в коридоре. Оказалось, что это была книга. Она свалилась с полки и открылась на странице с заголовком «Как похудеть». Таких намёков я ещё никогда не получала.";"post";0;0;0;0;0;33;1491045941;110.4866;1.0776;9946;9002;923004;48760195
"Мы прожили с мужем 18 лет. Я считала, что брак наш счастливый. Хоть и необычный. Зарабатывала в основном я на двух работах, а он занимался хозяйством: покупал продукты, готовил, любил побаловать: то ризотто, то лазанья, то пицца. Друг другу мы никогда не изменяли. Девять лет назад родилась наша дочь, в которой мы оба души не чаем.  И вот в один прекрасный день мой муж проснулся с мыслями о другой. Как объяснил потом, приснилась ему моя подруга, которую он видел только один раз вживую, а после того сна стал постоянно в соцсетях на её страницы заходить. И я для него перестала существовать. Полгода я не понимала, что происходит, всё ему прощала, надеялась, что это кризис среднего возраста, что всё пройдёт. Когда вернулась из очередной командировки, сказала, что больше не могу терпеть его равнодушие. Собрала вещи и ушла с дочкой к маме. Он, видимо, почувствовав свободу, написал моей подруге письмо с признанием, рассказал, как ему тяжело жилось, что они созданы друг для друга и он это понял во сне. А она это письмо мне переслала. В любовь я больше не верю. Зато верю в дружбу.    #Подслушано_предательство@overhear";"post";1;1;0;0;0;184;1491390334;110.4854;0.6982;25310;22908;3625269;34215577
"Путин призвал избавиться от хамства в регистратурах российских медучреждений  http://news.lenta.ch/YKRu";"post";1;0;0;0;0;10;1490116493;110.4779;0.459;6727;6089;1465456;29534144
"Сыграй в нашу игру и попробуй угадать, как пользоваться этими странными предметами!";"post";0;1;0;0;0;12;1491384637;110.4167;0.0086;53;48;612754;28429027
"Сайты знакомств, мессенджеры, виртуальная любовь: мир изменился, и вместе с ним изменились отношения между мужчиной и женщиной. И стало намного сложнее.  http://www.cosmo.ru/sex-love/he_and_you/ya-tebya-laykayu-5-problem-sovremennyh-otnosheniy-muzhchiny-i-zhenshchiny/?utm_medium=social&amp;utm_source=vkontakte&amp;utm_campaign=20170402&amp;utm_content=weekend";"post";0;1;0;0;0;22;1491152590;110.4167;0.0086;53;48;612754;28429027
"Жюльет Бинош поразила роскошным выходом на красную дорожку  http://www.cosmo.ru/stars/news/01-04-2017/koroleva-53-letnyaya-zhyulet-binosh-blistala-v-plate-so-sverhglubokim-dekolte/";"post";0;1;0;0;0;9;1491125470;110.4167;0.0086;53;48;612754;28429027
"В прежние времена, как и сейчас, в большинстве культур с предубеждением относились к инцестуальным связям. Впрочем, героев этого материала это не остановило…";"post";0;1;0;0;0;22;1490889724;110.4167;0.0086;53;48;612754;28429027
"Стилист Ванда Вонг рассказывает о кроссовках, которые будут актуальны в этом сезоне.";"post";0;1;0;0;0;12;1490747537;110.4167;0.0086;53;48;612754;28429027
"8 апреля на сцене Crocus City Hall состоится большой сольный концерт рэпера из команды Black Star Мота.";"post";0;1;0;0;0;17;1490597510;110.4167;0.0086;53;48;612754;28429027
"ОКЕЙ ГУГЛ! ИГОРЫ, ПОХОЖИЕ НА YOBA - THE GAME  YOBA - THE GAME  YOBA - THE GAME 2";"post";1;0;0;0;0;18;1490803511;110.3949;0.7852;2963;2684;377346;57536014
